k, get_knn_function, get_label_function, pca_parameters, accuracy, macro_precision, macro_recall, macro_F1, execution_time, d
9, get_knn_e_dist, get_label_by_knn, 4, 0.844608879493, 0.849174854116, 0.848200647283, 0.848687471127, 0.6298980712890625, 4
9, get_knn_e_dist, get_label_by_knn, 8, 0.952431289641, 0.95475247914, 0.9522666875, 0.953507963211, 0.6427114009857178, 8
9, get_knn_e_dist, get_label_by_knn, 16, 0.976744186047, 0.97626526542, 0.976770857981, 0.976517996258, 0.6686506271362305, 16
9, get_knn_e_dist, get_label_by_knn, 32, 0.980972515856, 0.980434644756, 0.980877678635, 0.980656111658, 0.7201442718505859, 32
9, get_knn_e_dist, get_label_by_knn, 64, 0.977801268499, 0.977689040926, 0.977729256105, 0.977709148102, 0.8103814125061035, 64
9, get_knn_e_dist, get_label_by_knn, 128, 0.982029598309, 0.981895564752, 0.98195874354, 0.98192715313, 0.9953503608703613, 128
9, get_knn_e_dist, get_label_by_knn, 256, 0.976744186047, 0.976368419163, 0.976744563479, 0.9765564551, 1.828155279159546, 256
9, get_knn_e_dist, get_label_by_wknn, 0, 0.987315010571, 0.987299552581, 0.98710015212, 0.987199842282, 7.39128565788269, 1024
9, get_knn_e_dist, get_label_by_wknn, 4, 0.849894291755, 0.85277477526, 0.85335424072, 0.853064409586, 0.6407041549682617, 4
9, get_knn_e_dist, get_label_by_wknn, 8, 0.964059196617, 0.965467931866, 0.96280071022, 0.964132476365, 0.6550459861755371, 8
9, get_knn_e_dist, get_label_by_wknn, 16, 0.984143763214, 0.984242614424, 0.983333889748, 0.983788042239, 0.6834032535552979, 16
9, get_knn_e_dist, get_label_by_wknn, 32, 0.987315010571, 0.987190798609, 0.986842749245, 0.987016743244, 0.7321271896362305, 32
9, get_knn_e_dist, get_label_by_wknn, 64, 0.989429175476, 0.989282046947, 0.989047409656, 0.989164714387, 0.8241739273071289, 64
9, get_knn_e_dist, get_label_by_wknn, 128, 0.988372093023, 0.988107658794, 0.98812148373, 0.988114571213, 1.0143225193023682, 128
9, get_knn_e_dist, get_label_by_wknn, 256, 0.988372093023, 0.988250047631, 0.988199053219, 0.988224549767, 1.8596408367156982, 256
9, get_knn_e_dist_with_kdtree, get_label_by_knn, 0, 0.974630021142, 0.974643273033, 0.974320911026, 0.97448206537, 58.92850422859192, 1024
9, get_knn_e_dist_with_kdtree, get_label_by_knn, 4, 0.845665961945, 0.850377368928, 0.850268043271, 0.850322702586, 2.669830083847046, 4
9, get_knn_e_dist_with_kdtree, get_label_by_knn, 8, 0.952431289641, 0.954688654707, 0.9522666875, 0.95347613307, 4.819540023803711, 8
9, get_knn_e_dist_with_kdtree, get_label_by_knn, 16, 0.974630021142, 0.974110530222, 0.974770069493, 0.974440188257, 7.940563440322876, 16
9, get_knn_e_dist_with_kdtree, get_label_by_knn, 32, 0.980972515856, 0.980434644756, 0.980877678635, 0.980656111658, 11.194401264190674, 32
9, get_knn_e_dist_with_kdtree, get_label_by_knn, 64, 0.976744186047, 0.976488102765, 0.976630355006, 0.976559223705, 14.833269357681274, 64
9, get_knn_e_dist_with_kdtree, get_label_by_knn, 128, 0.979915433404, 0.979915661738, 0.979881041432, 0.97989835128, 19.022982120513916, 128
9, get_knn_e_dist_with_kdtree, get_label_by_knn, 256, 0.975687103594, 0.975499416865, 0.975568092891, 0.975533753669, 24.80187487602234, 256
9, get_knn_e_dist_with_kdtree, get_label_by_wknn, 0, 0.987315010571, 0.987299552581, 0.98710015212, 0.987199842282, 59.11826705932617, 1024
9, get_knn_e_dist_with_kdtree, get_label_by_wknn, 4, 0.849894291755, 0.85277477526, 0.85335424072, 0.853064409586, 2.6619231700897217, 4
9, get_knn_e_dist_with_kdtree, get_label_by_wknn, 8, 0.964059196617, 0.965467931866, 0.96280071022, 0.964132476365, 4.84048867225647, 8
9, get_knn_e_dist_with_kdtree, get_label_by_wknn, 16, 0.984143763214, 0.984242614424, 0.983333889748, 0.983788042239, 7.783834457397461, 16
9, get_knn_e_dist_with_kdtree, get_label_by_wknn, 32, 0.987315010571, 0.987190798609, 0.986842749245, 0.987016743244, 11.218844175338745, 32
9, get_knn_e_dist_with_kdtree, get_label_by_wknn, 64, 0.989429175476, 0.989282046947, 0.989047409656, 0.989164714387, 14.684686183929443, 64
9, get_knn_e_dist_with_kdtree, get_label_by_wknn, 128, 0.988372093023, 0.988107658794, 0.98812148373, 0.988114571213, 18.77522611618042, 128
9, get_knn_e_dist_with_kdtree, get_label_by_wknn, 256, 0.988372093023, 0.988250047631, 0.988199053219, 0.988224549767, 24.563566207885742, 256
9, get_knn_m_dist, get_label_by_knn, 0, 0.464059196617, 0.67194153936, 0.468871507833, 0.552332818266, 113.12567901611328, 1024
9, get_knn_m_dist, get_label_by_knn, 4, 0.84778012685, 0.850901741657, 0.851974135159, 0.851437600736, 8.317600011825562, 4
9, get_knn_m_dist, get_label_by_knn, 8, 0.946088794926, 0.948568902833, 0.945830768237, 0.947197856707, 8.196839570999146, 8
9, get_knn_m_dist, get_label_by_knn, 16, 0.969344608879, 0.969801287004, 0.969843921512, 0.969822603789, 8.447627782821655, 16
9, get_knn_m_dist, get_label_by_knn, 32, 0.971458773784, 0.971707462624, 0.971329858792, 0.971518624017, 9.02338171005249, 32
9, get_knn_m_dist, get_label_by_knn, 64, 0.95665961945, 0.957696336344, 0.955789404249, 0.956741920096, 10.076181650161743, 64
9, get_knn_m_dist, get_label_by_knn, 128, 0.895348837209, 0.91487990731, 0.894601470992, 0.904627061295, 13.682165384292603, 128
9, get_knn_m_dist, get_label_by_knn, 256, 0.705073995772, 0.879549895021, 0.706636816715, 0.783668572383, 24.497413158416748, 256
9, get_knn_m_dist, get_label_by_wknn, 0, 0.528541226216, 0.606633110497, 0.532660764037, 0.567245490123, 112.00983953475952, 1024
9, get_knn_m_dist, get_label_by_wknn, 4, 0.84778012685, 0.850792037184, 0.851326718863, 0.851059294044, 8.37780475616455, 4
9, get_knn_m_dist, get_label_by_wknn, 8, 0.95665961945, 0.957478427512, 0.955396023704, 0.95643609213, 8.283076524734497, 8
9, get_knn_m_dist, get_label_by_wknn, 16, 0.982029598309, 0.982124339168, 0.981496741728, 0.981810440154, 8.522557258605957, 16
9, get_knn_m_dist, get_label_by_wknn, 32, 0.975687103594, 0.975483477103, 0.975577182421, 0.975530327512, 9.099403142929077, 32
9, get_knn_m_dist, get_label_by_wknn, 64, 0.964059196617, 0.963840590924, 0.963581478104, 0.963711017097, 10.179232120513916, 64
9, get_knn_m_dist, get_label_by_wknn, 128, 0.919661733615, 0.925466351311, 0.918892678684, 0.922167800041, 13.865865468978882, 128
9, get_knn_m_dist, get_label_by_wknn, 256, 0.783298097252, 0.873585790218, 0.781987829566, 0.825252888629, 24.032617568969727, 256
